expression,thermostability,specific activity,split,num_mutations
1.24,0.05,0.9,train,1
0.28,0.05,0.6,train,1
1.01,0.05,1.07,train,1
0.59,0.05,0.72,train,1
1.17,0.05,0.95,train,1
1.12,0.05,0.86,train,1
1.21,0.05,0.59,train,1
1.04,0.05,0.77,train,1
1.13,0.05,0.78,train,1
1.09,0.05,0.31,train,1
0.66,0.05,0.32,train,1
1.35,0.05,0.36,train,1
0.05,0.05,0.05,train,1
1,0.05,0.2,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.11,0.05,0.05,train,1
0.36,0.05,0.06,train,1
0.05,0.05,0.05,train,1
1.33,0.05,0.63,train,1
0.53,0.05,0.28,train,1
0.25,0.41,0.12,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1,1.02,1.06,train,1
0.91,0.98,1.05,train,1
0.86,1.03,1.25,train,1
0.92,1.07,1.23,train,1
0.87,1.01,1.21,train,1
0.87,1.04,1.29,train,1
1.27,0.99,1.1,train,1
0.31,0.86,1.05,train,1
0.96,1.08,1.14,train,1
0.91,0.96,1.11,train,1
1.08,1.02,1.13,train,1
0.05,0.05,0.05,train,1
1.11,1.03,0.94,train,1
1.04,1,1.1,train,1
0.91,1.01,1.08,train,1
1.13,1.05,0.99,train,1
1.01,1.05,1.15,train,1
0.05,0.05,0.05,train,1
0.566,2.753,0.805078896,test,1
1.265,4.075,1.396,test,2
1.03,0.82,0.96,train,1
0.87,0.87,0.96,train,1
0.94,0.85,0.89,train,1
0.89,0.82,1.03,train,1
0.05,0.05,0.05,train,1
0.84,0.89,0.99,train,1
0.81,0.87,1.03,train,1
0.94,0.89,1.06,train,1
1.11,0.8,0.86,train,1
0.98,0.86,1,train,1
0.05,0.05,0.05,train,1
0.87,0.82,1.02,train,1
0.88,0.89,0.98,train,1
0.94,0.84,0.93,train,1
0.76,0.78,0.96,train,1
0.9,0.87,0.92,train,1
0.67,0.54,1,train,1
0.91,0.86,1.12,train,1
1.14,0.91,0.87,train,1
0.5,0.91,1.72,train,1
0.76,0.93,0.91,train,1
0.19,0.91,2.47,train,1
0.65,0.98,1,train,1
1.06,0.97,0.88,train,1
0.79,0.96,1,train,1
1.12,0.91,1.02,train,1
0.47,0.97,1.1,train,1
0.71,0.9,0.82,train,1
1.03,0.96,1.05,train,1
0.05,0.05,0.05,train,1
0.85,0.94,1.01,train,1
1.21,0.96,0.85,train,1
1.22,0.98,0.83,train,1
0.61,0.94,1.14,train,1
0.98,0.98,0.9,train,1
0.37,1.02,1.14,train,1
0.68,0.93,1.23,train,1
1.05,1.99,0.05,train,1
0.69,0.05,0.05,train,1
0.74,,0.05,train,1
0.51,0.05,0.05,train,1
1.16,0.84,0.05,train,1
0.05,0.05,0.05,train,1
0.42,0.05,0.05,train,1
0.65,6.66,0.05,train,1
0.54,2.91,0.05,train,1
0.05,0.05,0.05,train,1
0.67,0.05,0.05,train,1
0.24,18.44,0.05,train,1
0.58,8.36,0.05,train,1
0.6,0.05,0.05,train,1
0.39,16.14,0.05,train,1
0.37,8.36,0.05,train,1
0.55,3.71,0.05,train,1
0.96,0.05,1.08,train,1
0.92,0.05,0.96,train,1
0.48,0.05,0.94,train,1
0.95,0.05,0.96,train,1
1.14,0.05,0.82,train,1
0.96,0.05,1.04,train,1
0.95,0.05,0.99,train,1
0.98,0.05,0.82,train,1
0.92,0.05,0.98,train,1
0.93,0.05,1,train,1
0.88,0.05,0.93,train,1
0.29,0.05,1.06,train,1
1.2,0.05,0.79,train,1
0.82,0.05,1.03,train,1
1.12,0.05,0.94,train,1
1.06,0.05,0.93,train,1
0.92,0.05,1.02,train,1
1.09,0.05,0.74,train,1
0.87,0.05,1.04,train,1
0.16,0.07,0.49,train,1
0.24,0.05,0.69,train,1
1.04,0.05,0.83,train,1
0.05,0.05,0.05,train,1
0.16,0.06,0.54,train,1
0.11,0.1,0.42,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.17,0.05,0.61,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.68,0.05,0.92,train,1
0.49,0.59,0.91,train,1
0.96,0.05,0.33,train,1
0.05,0.05,0.05,train,1
0.75,0.05,0.69,train,1
0.45,0.05,0.4,train,1
0.55,0.05,0.39,train,1
0.21,0.05,0.63,train,1
0.42,0.05,0.98,train,1
0.93,0.25,0.74,train,1
0.46,0.07,0.6,train,1
0.35,0.05,0.6,train,1
0.92,0.33,0.72,train,1
0.91,0.05,0.72,train,1
0.56,0.05,0.51,train,1
0.34,0.05,0.68,train,1
0.54,0.05,0.5,train,1
1.22,0.05,1.68,train,1
1.07,0.16,1.02,train,1
1.18,1.01,1.35,train,1
0.768,3.414,1.626,train,2
1,0.05,1.17,train,1
1.47,0.05,1.13,train,1
1.13,0.05,1.28,train,1
0.05,0.05,0.05,train,1
0.62,0.05,1.21,train,1
0.05,0.05,0.05,train,1
1.18,0.05,1.28,train,1
1.02,0.05,1.12,train,1
1.25,0.06,1.58,train,1
0.99,0.05,1.37,train,1
0.57,0.05,1.61,train,1
1.21,0.05,1.19,train,1
1.22,0.05,1.48,train,1
1.26,0.05,1.46,train,1
0.7,0.05,1.55,train,1
1.1,0.05,0.78,train,1
1.01,0.95,0.9,train,1
1.01,0.91,1.02,train,1
0.73,0.92,0.87,train,1
0.9,0.99,0.87,train,1
0.87,1.1,0.7,train,1
1.42,1.01,0.91,train,1
0.57,0.64,1.26,train,1
0.82,1.08,1.09,train,1
0.62,1.03,0.99,train,1
0.75,0.91,1.01,train,1
1.16,0.97,1.08,train,1
0.69,0.97,1.43,train,1
0.88,0.9,0.94,train,1
0.85,1,1.1,train,1
1.13,1,0.85,train,1
1.08,0.62,1.24,train,1
0.57,0.74,1.36,train,1
0.9,1.09,0.64,train,1
0.85,0.75,0.9,train,1
1.1,0.61,1.09,train,1
0.95,0.54,1.09,train,1
0.05,0.05,0.05,train,1
1.01,0.35,0.9,train,1
0.98,0.15,0.89,train,1
0.55,0.2,1.48,train,1
1.03,0.3,0.93,train,1
0.92,0.35,1.14,train,1
1.11,0.47,0.99,train,1
1.16,0.63,0.91,train,1
0.97,0.58,0.66,train,1
1.04,0.61,0.95,train,1
0.95,0.24,1.09,train,1
0.94,0.5,1,train,1
1.25,0.38,0.96,train,1
0.58,0.37,1.29,train,1
0.76,0.1,1.05,train,1
0.82,0.15,1.13,train,1
0.73,0.78,1,train,1
0.73,0.86,1.11,train,1
1.03,1.44,0.62,train,1
0.34,0.78,1.62,train,1
0.55,0.75,1.01,train,1
0.84,0.86,1.03,train,1
0.36,0.86,1.64,train,1
0.87,0.8,0.93,train,1
0.31,0.79,1.65,train,1
0.53,0.79,1,train,1
0.88,0.88,1,train,1
0.4,0.76,1.02,train,1
1.19,0.87,1.05,train,1
0.97,0.87,1.01,train,1
0.97,0.91,1.03,train,1
0.65,0.88,0.98,train,1
0.6,0.91,1.14,train,1
0.57,0.9,1.09,train,1
0.96,4.11,0.05,train,1
1.05,0.05,0.05,train,1
0.62,2.62,0.05,train,1
0.8,1.8,0.05,train,1
0.98,0.79,0.05,train,1
0.87,0.05,0.05,train,1
0.65,0.05,0.05,train,1
1.03,0.05,0.05,train,1
0.36,0.05,0.05,train,1
0.93,5.63,0.05,train,1
1.06,8.61,0.05,train,1
0.52,0.52,0.05,train,1
0.93,2.62,0.05,train,1
1.06,0.05,0.05,train,1
1.03,0.05,0.05,train,1
1.03,0.05,0.05,train,1
0.72,0.05,0.05,train,1
0.55,18.36,0.05,train,1
0.83,3.37,0.05,train,1
1.03,0.95,0.81,train,1
0.89,0.88,0.77,train,1
0.05,0.05,0.05,train,1
0.95,0.93,0.93,train,1
0.87,0.95,1.01,train,1
0.85,1,0.83,train,1
0.9,0.95,0.82,train,1
0.95,1.05,0.71,train,1
0.87,0.92,0.86,train,1
0.92,0.9,0.79,train,1
0.05,0.05,0.05,train,1
0.96,1.07,0.83,train,1
0.93,0.98,0.8,train,1
0.93,1.03,0.72,train,1
0.96,0.99,0.84,train,1
0.86,1,0.91,train,1
0.95,0.96,0.77,train,1
1.61,0.96,0.75,train,1
1.59,0.98,0.84,train,1
0.98,1.02,0.7,train,1
0.88,0.93,0.68,train,1
0.99,1.44,0.55,train,1
0.93,0.98,0.69,train,1
0.96,0.99,0.78,train,1
1.56,1.1,0.59,train,1
1,1.05,0.55,train,1
1.56,1.14,0.55,train,1
1.02,1.01,0.64,train,1
1.01,1.02,0.75,train,1
0.97,1.09,0.79,train,1
0.96,0.94,0.73,train,1
0.96,1.05,0.75,train,1
0.92,1.14,0.65,train,1
0.94,1.07,0.79,train,1
0.05,0.05,0.05,train,1
0.96,1.03,0.61,train,1
0.84,1.15,0.63,train,1
0.83,0.97,0.62,train,1
0.76,0.82,1.06,train,1
0.68,0.8,1.06,train,1
0.26,1.17,0.57,train,1
0.1,0.65,2,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.34,0.86,0.95,train,1
0.64,0.77,0.83,train,1
0.28,0.71,1.05,train,1
0.28,0.76,1.5,train,1
0.35,0.78,1.1,train,1
1.15,0.96,0.91,train,1
0.86,0.97,1.27,train,1
1.12,0.98,0.85,train,1
0.78,0.95,0.86,train,1
1.02,1.01,0.79,train,1
0.96,0.98,0.83,train,1
1.01,0.99,0.78,train,1
0.94,0.95,0.88,train,1
0.1,0.88,7.01,train,1
1.44,0.99,0.88,train,1
1.56,0.98,0.88,train,1
1.45,0.91,0.96,train,1
1.52,0.98,0.83,train,1
1.54,0.89,0.78,train,1
1.33,0.98,0.86,train,1
1.39,0.99,0.93,train,1
1.57,0.88,0.9,train,1
1.38,1.03,0.91,train,1
1.33,0.98,0.89,train,1
0.17,0.58,1.3,train,1
0.29,0.56,1.13,train,1
0.81,1.25,0.61,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.93,0.99,0.97,train,1
0.14,0.58,1.09,train,1
0.05,0.05,0.05,train,1
0.24,0.7,1.12,train,1
0.24,0.63,1.23,train,1
0.05,0.05,0.05,train,1
0.46,0.69,0.89,train,1
0.05,0.05,0.05,train,1
0.23,0.59,0.98,train,1
0.32,0.64,0.9,train,1
0.12,0.58,1.36,train,1
0.05,0.05,0.05,train,1
0.08,0.6,1.77,train,1
0.88,0.91,0.92,train,1
0.82,0.89,0.77,train,1
0.91,0.93,0.86,train,1
0.6,0.88,0.84,train,1
0.76,0.88,0.7,train,1
1,0.93,0.8,train,1
0.53,0.86,0.77,train,1
0.88,0.86,0.73,train,1
0.63,0.84,0.81,train,1
0.87,0.89,0.89,train,1
0.7,0.88,0.99,train,1
0.92,0.89,0.8,train,1
0.94,0.9,0.77,train,1
0.78,0.85,0.87,train,1
0.08,0.79,2.73,train,1
0.81,0.9,0.76,train,1
0.6,0.76,0.86,train,1
0.83,0.89,0.73,train,1
0.64,0.87,0.75,train,1
0.61,0.9,1,train,1
0.71,0.87,0.97,train,1
0.76,0.96,0.95,train,1
0.09,0.86,0.76,train,1
0.45,0.93,1.13,train,1
0.82,0.98,0.96,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.22,0.9,1.08,train,1
0.05,0.05,0.05,train,1
0.59,0.92,1.18,train,1
0.12,0.94,0.9,train,1
0.57,0.95,0.93,train,1
0.15,0.93,1.01,train,1
0.05,0.05,0.05,train,1
0.13,0.88,0.95,train,1
0.95,0.92,0.99,train,1
0.83,0.95,1.05,train,1
0.91,0.94,0.96,train,1
0.85,0.92,0.99,train,1
0.9,0.98,1.06,train,1
0.91,0.99,0.97,train,1
0.84,0.85,0.97,train,1
0.85,0.96,1.09,train,1
0.96,0.92,1.09,train,1
1.49,1,0.85,train,1
0.91,0.91,1.01,train,1
0.91,0.89,0.99,train,1
0.92,0.9,0.99,train,1
0.94,0.98,1.04,train,1
0.97,0.96,0.89,train,1
0.84,0.95,1.19,train,1
1.43,1.01,0.89,train,1
1.46,1.03,0.91,train,1
1.48,1.03,0.96,train,1
1.09,1.47,0.65,train,1
1.05,0.97,1.01,train,1
1,1,1.1,train,1
1.66,1.04,0.9,train,1
0.95,1,1.09,train,1
1.04,1.01,0.95,train,1
0.86,0.94,1,train,1
1.32,1.01,0.82,train,1
1.04,0.96,0.95,train,1
0.92,0.94,1.09,train,1
1.44,1.15,0.87,train,1
0.34,0.05,0.05,train,1
1.03,1.01,0.94,train,1
1.57,1.02,0.89,train,1
0.93,1,1.11,train,1
1.47,0.98,0.86,train,1
1.24,0.99,0.92,train,1
0.93,0.96,1.11,train,1
0.87,0.96,1.2,train,1
0.14,0.05,0.99,train,1
0.74,0.95,1.24,train,1
0.93,0.95,1.13,train,1
0.96,0.96,1.13,train,1
0.63,0.93,1.1,train,1
0.94,0.99,1.12,train,1
0.81,0.94,1.13,train,1
0.88,0.97,1.11,train,1
0.96,0.94,1.11,train,1
0.16,0.94,1.17,train,1
0.96,0.96,1.12,train,1
0.95,0.95,1.11,train,1
0.925,1.214,0.972084355,train,1
0.8,0.95,1.3,train,1
0.67,0.97,1.01,train,1
0.71,0.96,1.09,train,1
1.13,0.94,0.95,train,1
0.69,0.92,0.99,train,1
0.89,0.91,0.97,train,1
0.89,0.83,0.75,train,1
0.95,0.93,0.95,train,1
0.98,0.98,0.95,train,1
1.04,0.95,0.97,train,1
0.05,0.05,0.05,train,1
1.04,0.96,0.95,train,1
1.13,1.02,0.97,train,1
0.05,0.05,0.05,train,1
1.19,1.02,1.01,train,1
0.45,0.92,1.23,train,1
0.99,0.95,1,train,1
0.05,0.05,0.05,train,1
0.98,0.95,0.96,train,1
0.05,0.05,0.05,train,1
0.93,0.98,1.05,train,1
0.94,0.98,1.14,train,1
0.05,0.05,0.05,train,1
0.76,0.8,1.24,train,1
0.93,0.77,1.12,train,1
0.8,0.67,1.03,train,1
0.99,0.86,1.08,train,1
0.59,0.76,1.3,train,1
0.71,0.59,1.15,train,1
0.48,0.54,1.39,train,1
1.06,0.85,0.92,train,1
0.77,0.82,1.26,train,1
0.91,0.74,1.33,train,1
0.91,0.57,0.82,train,1
0.9,0.85,0.99,train,1
0.96,0.9,1.13,train,1
1.11,0.93,1,train,1
0.98,0.89,1.12,train,1
0.71,0.7,1.16,train,1
0.05,0.05,0.05,train,1
0.65,0.61,1.02,train,1
0.09,0.14,1.26,train,1
0.73,0.52,1.04,train,1
0.99,0.7,1.18,train,1
0.15,0.15,1.25,train,1
0.63,0.51,1.26,train,1
0.28,0.39,1.37,train,1
0.24,0.26,1.06,train,1
0.05,0.05,0.05,train,1
0.41,0.28,1.08,train,1
0.94,0.72,1.02,train,1
0.49,0.67,1.05,train,1
0.71,0.48,1.08,train,1
0.24,0.1,0.81,train,1
0.41,0.46,1.18,train,1
0.27,0.15,1.19,train,1
0.36,0.27,1.17,train,1
0.89,0.9,0.88,train,1
1,0.94,0.98,train,1
0.13,0.78,1.38,train,1
0.05,0.05,0.05,train,1
0.69,0.96,1.22,train,1
0.36,0.87,0.96,train,1
0.57,0.94,1.08,train,1
0.77,0.91,1.01,train,1
0.05,0.05,0.05,train,1
0.98,0.97,0.99,train,1
0.49,0.85,0.99,train,1
0.79,0.92,0.99,train,1
0.62,0.86,1.01,train,1
0.34,0.79,1.13,train,1
0.05,0.05,0.05,train,1
0.17,0.87,1.64,train,1
0.96,0.92,1.07,train,1
0.05,0.05,0.05,train,1
1.13,0.92,0.9,train,1
0.67,0.9,1.06,train,1
0.75,0.96,0.97,train,1
0.79,1,0.99,train,1
0.73,0.92,0.96,train,1
1.29,1,0.96,train,1
0.96,0.98,1.06,train,1
0.91,0.95,0.93,train,1
0.91,0.92,1.21,train,1
0.05,0.05,0.05,train,1
0.94,0.98,0.98,train,1
0.86,0.93,0.87,train,1
0.91,0.94,0.99,train,1
0.86,0.98,0.91,train,1
0.98,0.98,1.13,train,1
0.73,0.97,1.01,train,1
0.67,0.99,1.03,train,1
0.41,0.38,1.21,train,1
0.05,0.05,0.05,train,1
1.21,0.95,0.89,train,1
0.05,0.05,0.05,train,1
1.03,0.96,0.85,train,1
0.98,1.01,0.96,train,1
0.33,0.97,1.11,train,1
0.87,0.93,1.12,train,1
0.7,0.72,1.14,train,1
0.96,0.89,1.02,train,1
0.05,0.05,0.05,train,1
0.97,0.97,1.05,train,1
0.99,0.96,1.03,train,1
1.13,0.95,0.81,train,1
0.57,0.99,1.04,train,1
0.59,0.98,1.07,train,1
0.65,1,1.12,train,1
0.76,0.94,1.03,train,1
0.91,0.96,0.99,train,1
0.05,0.05,0.05,train,1
0.95,0.94,1.03,train,1
0.77,0.97,1.05,train,1
0.94,0.96,0.96,train,1
0.88,0.98,1.04,train,1
0.69,0.96,1.24,train,1
0.98,0.96,0.98,train,1
0.52,0.96,1.26,train,1
0.81,0.93,1.11,train,1
0.97,0.93,0.99,train,1
0.73,0.92,0.95,train,1
0.98,0.98,0.93,train,1
0.96,0.94,0.98,train,1
0.96,0.94,1.06,train,1
0.97,0.98,0.91,train,1
0.89,0.98,0.95,train,1
0.75,0.95,1.02,train,1
0.92,0.98,0.93,train,1
0.76,0.6,0.86,train,1
0.05,0.05,0.05,train,1
1.04,0.79,0.76,train,1
0.05,0.05,0.05,train,1
0.41,0.2,0.93,train,1
0.3,0.32,1.02,train,1
0.55,0.46,0.89,train,1
0.05,0.05,0.05,train,1
0.42,0.29,0.94,train,1
0.53,0.28,0.8,train,1
0.36,0.33,1.07,train,1
0.99,0.05,0.52,train,1
0.72,0.73,0.91,train,1
0.05,0.05,0.05,train,1
0.6,0.58,0.89,train,1
0.52,0.62,1.08,train,1
0.6,0.56,0.86,train,1
0.17,0.1,1.43,train,1
0.4,0.36,0.85,train,1
0.11,0.05,0.96,train,1
0.05,0.05,0.05,train,1
0.25,0.05,0.87,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.82,0.92,1.05,train,1
0.39,0.93,1.24,train,1
0.83,0.93,1.03,train,1
0.05,0.05,0.05,train,1
0.46,0.98,1.25,train,1
0.56,0.95,0.97,train,1
0.89,0.97,1.1,train,1
0.8,1,1.12,train,1
0.72,0.98,1.13,train,1
0.59,0.66,1.14,train,1
0.51,0.91,0.98,train,1
0.35,0.79,1.15,train,1
0.82,0.97,0.98,train,1
0.51,0.96,1.01,train,1
0.78,0.96,0.94,train,1
0.78,1.03,1.13,train,1
0.64,0.99,1.41,train,1
0.56,1.04,0.82,train,1
0.21,0.83,1.2,train,1
0.93,0.05,0.05,train,1
0.77,0.05,0.05,train,1
1.05,0.4,0.05,train,1
0.67,0.05,0.05,train,1
0.86,0.05,0.05,train,1
0.5,0.05,0.05,train,1
0.39,0.05,0.05,train,1
0.5,5.45,0.05,train,1
0.67,1.99,0.05,train,1
0.89,1.93,0.05,train,1
0.71,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.78,8.13,0.05,train,1
0.87,0.05,0.05,train,1
0.92,5.22,0.05,train,1
0.34,0.05,0.05,train,1
0.91,2.83,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.1,0.6,0.82,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.96,0.96,0.96,train,1
0.05,0.05,0.05,train,1
0.93,0.83,0.94,train,1
1.04,0.96,0.78,train,1
0.92,1,1.07,train,1
0.05,0.05,0.05,train,1
1.03,0.92,0.7,train,1
0.95,0.86,0.95,train,1
1.02,0.99,0.79,train,1
1.02,1,0.98,train,1
0.92,0.9,0.88,train,1
0.82,0.86,1.03,train,1
0.97,0.97,0.87,train,1
0.99,0.99,0.93,train,1
0.92,0.95,0.92,train,1
1.02,0.95,0.88,train,1
1,0.98,0.76,train,1
0.94,0.92,0.84,train,1
1.69,0.98,0.77,train,1
0.94,0.87,0.82,train,1
0.9,0.87,0.75,train,1
0.96,0.82,0.88,train,1
0.83,0.85,0.97,train,1
0.93,0.9,0.91,train,1
0.83,0.84,0.84,train,1
0.05,0.05,0.05,train,1
0.72,0.88,0.72,train,1
0.94,1,0.81,train,1
0.91,0.66,0.92,train,1
0.91,0.83,0.86,train,1
0.98,0.78,0.92,train,1
1.45,0.97,0.88,train,1
1.53,0.88,0.64,train,1
0.49,0.86,1.05,train,1
0.96,0.89,0.75,train,1
0.98,1.01,0.77,train,1
0.84,0.85,0.79,train,1
1.51,0.87,0.79,train,1
1.04,0.95,0.79,train,1
0.9,0.92,0.91,train,1
0.05,0.05,0.05,train,1
0.94,0.89,0.96,train,1
1.42,0.93,0.83,train,1
0.98,0.91,0.97,train,1
1.01,0.96,0.9,train,1
1.07,0.96,0.96,train,1
0.93,0.99,1.03,train,1
0.05,0.05,0.05,train,1
0.96,0.91,0.97,train,1
1.27,0.98,0.78,train,1
1.04,0.95,0.91,train,1
1.18,0.91,0.77,train,1
0.99,0.9,0.92,train,1
1.03,0.95,0.78,train,1
1.03,0.99,0.9,train,1
1.58,0.92,0.72,train,1
0.98,0.93,0.95,train,1
0.05,0.05,0.05,train,1
0.459,1.93,0.936,train,2
0.62,0.96,0.93,train,1
0.05,0.05,0.05,train,1
1.27,0.9,1.05,train,1
0.4,0.96,1.02,train,1
0.05,0.05,0.05,train,1
1.25,0.93,0.85,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.26,0.96,0.93,train,1
0.7,0.91,1.08,train,1
0.65,0.97,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.06,0.12,1.71,train,1
0.16,0.3,1.12,train,1
0.68,0.76,1.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.1,0.06,1.34,train,1
0.16,0.11,1.06,train,1
0.05,0.05,0.05,train,1
0.2,0.23,1.1,train,1
0.11,0.05,1.11,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.11,0.95,0.95,train,1
1.14,0.97,0.96,train,1
1.12,0.94,0.9,train,1
0.98,0.95,0.444137284,train,1
1.18,0.98,0.98,train,1
1.06,0.95,0.99,train,1
1.2,0.98,0.95,train,1
1.1,0.96,1,train,1
1.26,1.01,0.96,train,1
1.15,0.96,0.99,train,1
0.05,0.05,0.05,train,1
1.14,0.94,1.22615119,test,1
1.19,0.94,0.92,train,1
1.95,2.97,1.649735152,test,1
1.909,2.675,1.817,test,3
1.09,0.93,0.94,train,1
1.24,1.02,0.97,train,1
1.33,1.07,0.99,train,1
1.13,1.03,0.96,train,1
0.35,0.71,0.79,train,1
0.25,0.86,0.7,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.67,1.01,1.45,train,1
0.69,0.78,0.58,train,1
0.3,0.59,0.91,train,1
0.05,0.05,0.05,train,1
0.13,0.13,0.64,train,1
0.05,0.05,0.05,train,1
0.49,0.75,0.92,train,1
0.22,0.45,0.92,train,1
0.13,0.35,0.84,train,1
0.97,0.9,0.84,train,1
0.57,0.49,0.84,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.58,0.37,0.78,train,1
0.22,0.54,0.66,train,1
0.71,0.32,0.46,train,1
0.57,0.05,0.39,train,1
0.05,0.05,0.05,train,1
0.08,0.05,0.86,train,1
0.61,0.18,0.48,train,1
0.56,0.43,0.41,train,1
0.2,0.05,0.45,train,1
0.15,0.05,0.45,train,1
0.18,0.05,1.5,train,1
0.51,0.1,0.91,train,1
0.31,0.05,0.46,train,1
0.05,0.05,0.05,train,1
0.57,0.05,0.34,train,1
0.08,0.05,0.47,train,1
0.62,0.31,0.38,train,1
0.23,0.05,0.34,train,1
0.33,0.05,0.34,train,1
0.72,0.21,0.49,train,1
1.22,1.06,1.436542147,test,1
0.42,2.799,1.646,test,2
0.889,3.378,2.907,test,4
0.916,2.749,2.23,train,2
0.677,3.197,2.384,train,3
1.004,3.736,2.096,train,3
0.831,2.574,1.723,train,4
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.6,1,1.23,train,1
0.05,0.05,0.05,train,1
0.55,0.99,0.88,train,1
0.14,0.89,1.81,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.38,0.94,1.25,train,1
0.48,0.72,0.78,train,1
0.34,0.83,1.27,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.42,0.78,1.29,train,1
0.05,0.05,0.05,train,1
0.53,0.24,1.62,train,1
0.49,0.39,2.56,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.18,0.05,0.55,train,1
0.71,0.53,1.66,train,1
1.18,1.04,0.7,train,1
0.42,0.15,0.95,train,1
0.24,0.29,0.83,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.1,0.14,0.58,train,1
0.2,0.09,0.86,train,1
0.65,0.45,0.98,train,1
0.05,0.05,0.05,train,1
0.64,0.7,1.04,train,1
0.1,0.05,0.84,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.17,0.05,0.89,train,1
0.37,0.07,1.01,train,1
0.55,0.27,1.08,train,1
0.62,0.23,1.18,train,1
0.48,0.57,1.32,train,1
0.16,0.64,0.93,train,1
0.32,0.84,0.92,train,1
0.05,0.05,0.05,train,1
0.14,0.74,0.79,train,1
0.05,0.05,0.05,train,1
0.2,0.75,0.95,train,1
