ec_number,pH,temperature,turnover_number,benchmark_split,full_conditioned_split
1.1.1.292,6.5,30.0,13.5,train,train
1.1.1.292,6.5,30.0,119.00000000000004,train,train
1.1.1.292,6.5,30.0,4.2,train,train
1.1.1.292,6.5,30.0,156.0,train,train
1.1.1.292,6.5,30.0,6.299999999999999,train,train
1.1.1.292,7.5,30.0,1.3,train,train
1.1.1.292,8.0,30.0,3.7000000000000006,test,test
2.4.1.281,6.5,37.0,20.7,train,train
1.4.3.10,8.0,25.0,0.37,test,test
3.5.1.103,7.5,37.0,0.49,train,train
1.1.1.184,7.4,37.0,0.0002699999999999,test,test
1.5.99.14,6.4,30.0,5.130000000000001,train,train
1.5.99.14,6.8,30.0,9.09,train,omit
1.5.99.14,7.4,30.0,9.929999999999998,train,omit
1.5.99.14,8.0,30.0,9.17666666666667,train,omit
1.5.99.14,8.5,30.0,8.919999999999998,train,omit
1.1.1.51,7.4,25.0,0.022,train,train
1.1.1.121,7.4,50.0,4332.999999999997,train,train
1.14.17.4,7.2,27.0,0.071666665,test,test
1.1.1.1,9.5,23.5,4.3,train,train
1.1.1.1,7.3,30.0,2.2,train,train
1.1.3.13,8.0,23.0,87.50000000000003,train,train
1.1.1.267,7.5,37.0,983.3333000000003,train,train
1.1.1.267,7.5,37.0,2166.6669999999995,train,train
1.1.1.267,7.6,37.0,29.000000000000004,train,omit
1.1.3.13,8.0,23.0,85.79999999999998,train,train
1.1.1.1,10.5,65.0,0.51,train,train
1.1.1.1,10.5,65.0,11.9,valid,valid
1.1.1.1,10.5,65.0,1.6,valid,valid
1.1.1.1,8.0,60.0,0.37,valid,valid
1.1.3.13,8.0,30.0,0.168,train,train
1.1.3.13,8.0,30.0,0.3400000000000001,train,train
1.1.3.13,8.0,30.0,0.098,test,test
1.1.3.13,8.0,30.0,0.005,train,train
1.1.3.13,8.0,30.0,0.165,train,train
1.1.3.13,8.0,30.0,0.037,train,train
1.1.3.13,8.0,30.0,0.047,train,train
1.1.1.1,10.5,65.0,0.42,train,train
1.1.1.1,10.5,65.0,13.300000000000002,train,train
1.1.1.1,10.5,65.0,2.0,train,train
1.1.1.1,9.5,23.5,4.0,valid,valid
1.1.1.1,7.5,25.0,30.83333,train,train
1.1.1.1,7.5,25.0,0.45,train,train
1.1.1.1,10.5,25.0,86.50000000000003,train,omit
1.1.1.2,7.7,22.0,0.003333333,train,train
1.1.1.1,10.5,65.0,6.200000000000001,train,train
1.4.3.4,7.2,30.0,0.29,train,train
1.4.3.4,7.2,30.0,0.241,train,train
1.13.11.52,6.5,25.0,0.095,train,train
1.13.11.52,7.5,25.0,0.0051999999999999,test,test
1.14.13.212,7.5,30.0,0.4849999999999999,train,train
1.13.12.16,8.0,30.0,1.7,train,train
1.13.12.16,8.0,30.0,20.0,train,train
1.1.1.1,6.8,25.0,3.333333,train,train
1.1.3.13,8.0,23.0,84.4,train,train
1.1.1.1,10.0,25.0,12.333329999999998,valid,valid
1.1.1.1,7.5,25.0,0.039166665,train,train
1.1.1.1,10.0,25.0,7.333333,valid,valid
1.1.1.2,7.7,22.0,0.0015833329999999,train,train
1.1.1.21,6.0,30.0,0.6033333,train,train
1.1.1,5.0,30.0,0.02,train,train
1.1.1.1,8.0,60.0,0.45,train,train
1.1.1.1,10.5,65.0,0.53,train,train
1.1.1.1,10.5,65.0,16.300000000000004,train,train
1.1.1.1,10.5,65.0,2.5,valid,valid
1.1.1.1,9.5,23.5,1.8,train,train
1.1.1.1,10.0,24.0,2.5,train,train
1.1.1.1,10.0,25.0,0.245,train,omit
1.1.1.423,7.5,25.0,15.369999999999996,test,test
1.1.1.209,7.0,25.0,0.5583333,train,train
2.7.1.153,7.5,37.0,7.433333333333334,train,train
1.1.1.1,7.3,30.0,1.4,train,train
1.5.1.49,7.6,25.0,2.1,train,train
1.5.1.49,7.6,25.0,41.00000000000001,test,test
1.5.1.49,6.5,30.0,10.349999999999998,valid,valid
1.5.1.49,7.6,25.0,12.0,train,train
1.5.1.49,7.6,25.0,5.8,train,train
1.5.1.49,7.6,25.0,11.000000000000002,valid,valid
1.5.1.49,7.6,25.0,105.99999999999996,train,train
1.5.1.49,7.6,25.0,72.99999999999999,train,train
1.5.1.49,7.6,25.0,15.0,train,train
1.5.1,6.5,30.0,10.349999999999998,train,train
3.5.99.7,8.5,60.0,0.085,train,train
3.5.99.7,8.0,30.0,1.86,valid,valid
3.5.99.7,8.0,30.0,1.1,train,train
1.5.1.40,8.0,25.0,0.417,test,test
1.5.1.40,8.0,25.0,0.145,valid,valid
1.5.1.40,8.0,25.0,0.0045,train,train
2.7.4.14,7.4,37.0,97.5,valid,valid
2.7.1.74,7.5,25.0,0.33,train,train
2.7.1.74,7.5,25.0,0.57,train,train
2.7.1.74,7.5,25.0,1.06,train,train
2.7.1.74,7.5,25.0,0.3,train,train
2.7.1.74,7.5,25.0,0.32,train,train
2.7.1.74,7.5,37.0,0.79,train,train
2.7.1.74,7.5,37.0,1.43,train,train
2.7.1.74,7.5,37.0,0.3400000000000001,train,train
1.14.14.149,7.5,30.0,0.581,test,test
1.14.14.149,7.5,30.0,0.132,train,train
1.1.1.1,8.0,60.0,0.41,train,train
1.1.1.1,7.5,23.0,0.004,train,train
1.1.1.71,9.0,30.0,0.48,train,train
1.1.1.1,10.5,65.0,15.100000000000003,valid,valid
1.1.1.1,10.5,65.0,3.1,train,train
2.5.1.18,6.5,25.0,55.799999999999976,train,train
2.5.1.18,6.5,25.0,1.1,train,train
2.5.1.18,6.5,25.0,4.8,train,train
2.5.1.18,6.5,25.0,1.6,valid,valid
2.5.1.18,6.5,25.0,9.1,valid,valid
2.5.1.18,6.5,30.0,0.0896999999999999,train,train
2.5.1.18,6.5,30.0,5.9,test,test
2.5.1.18,6.5,30.0,2.48,train,train
2.5.1.18,8.0,30.0,0.27,train,train
2.5.1.18,8.0,30.0,1.27,train,train
2.5.1.18,8.0,30.0,1.07,train,train
2.5.1.18,8.0,30.0,2.67,train,train
2.5.1.18,8.0,30.0,3.0000000000000004,train,train
2.5.1.18,8.0,30.0,3.17,train,train
2.5.1.18,8.0,30.0,0.33,train,train
2.5.1.18,8.0,30.0,2.67,train,train
2.5.1.18,6.5,20.0,2.08,train,train
2.5.1.18,6.5,25.0,23.23246153846154,test,test
2.5.1.18,6.5,25.0,23.23246153846154,train,train
2.5.1.18,7.8,30.0,83.99999999999997,train,train
1.5.1.40,8.0,25.0,0.0072999999999999,train,train
3.1.2.28,7.0,25.0,14.799999999999995,train,train
1.4.1.28,8.5,50.0,0.77,train,train
1.4.1.28,9.0,55.0,1.79,train,omit
1.4.1.28,8.5,55.0,1.52,train,train
1.4.1.28,8.5,50.0,0.74,train,train
1.4.1.28,8.5,45.0,0.32,train,train
2.8.2.1,7.5,25.0,2.0,train,train
3.2.1.80,5.0,30.0,21.0,train,train
2.2.1.7,8.0,37.0,0.6,train,train
1.13.11.52,6.5,25.0,0.095,valid,valid
1.13.11.52,7.5,25.0,0.0051999999999999,valid,omit
1.13.11.52,6.5,25.0,0.0619999999999999,valid,valid
1.13.11.52,7.5,25.0,0.011,valid,omit
3.5.4.3,7.5,25.0,0.0799999999999999,train,train
1.7.3.1,8.0,30.0,0.3,train,train
1.7.3.1,8.0,30.0,2.0,train,train
1.7.3.1,8.0,30.0,0.2,train,train
1.7.3.1,8.0,30.0,4.4,train,train
2.2.1.7,8.0,37.0,0.018,train,train
3.1.4.4,5.0,37.0,4000.0,train,train
1.3.1.74,7.0,25.0,61.00000000000001,train,train
1.3.1.74,7.0,25.0,61.00000000000001,train,train
1.1.3.41,7.5,25.0,0.1,train,train
1.1.3.41,7.5,25.0,0.36,train,train
1.1.1.423,7.5,25.0,30.43,train,train
1.1.1.1,5.0,65.0,5.3,test,test
1.1.1.1,5.5,65.0,3.1,train,train
1.1.1.423,7.5,25.0,0.77,train,train
1.1.1.1,9.0,70.0,35.7,test,test
1.5.1.1,6.5,30.0,163.74999999999994,test,test
1.1.1.1,8.0,60.0,0.26,train,train
1.1.1.1,7.5,23.0,0.019,train,train
1.1.3.13,7.5,30.0,93.82999999999998,train,train
1.1.3.13,7.5,23.0,1.0,train,train
1.1.3.13,7.5,23.0,12.0,train,train
1.1.3.13,7.5,23.0,6.999999999999999,train,train
1.1.3.13,7.5,23.0,11.000000000000002,valid,valid
1.1.1.1,9.2,65.0,1.2,test,test
1.1.1.1,10.5,65.0,15.699999999999998,valid,valid
1.1.1.1,10.5,65.0,2.5,test,omit
1.5.1.1,6.5,30.0,569.0,train,train
1.2.1.88,7.5,21.0,5.16,valid,valid
1.2.1.88,7.5,20.0,1.5,train,train
1.11.2.2,5.6,25.0,186.00000000000009,train,train
2.3.1.167,5.5,37.5,0.0003959999999999,train,train
2.3.1.167,5.5,37.5,0.0008149999999999,train,train
2.3.1.167,5.5,37.5,0.0014989999999999,train,train
1.1.1.1,7.5,25.0,0.3,test,test
1.1.1.1,7.5,25.0,0.0309166684999999,train,train
1.1.1.1,7.5,25.0,0.5666667,train,train
1.1.1.1,7.5,25.0,0.1233333,train,train
1.1.1.1,7.5,25.0,0.086249985,train,train
1.1.1.1,7.5,25.0,3.75,train,train
1.1.1.1,7.5,25.0,0.4166667,valid,valid
1.3.99.4,8.0,40.0,2842.340000000001,test,test
1.3.99.4,8.0,25.0,60.3,train,train
1.3.99.4,8.0,30.0,50.2,train,train
1.1.1.1,10.0,25.0,5.583333,train,train
1.1.1.1,10.0,24.0,0.5,train,train
1.1.1.1,10.0,24.0,2.666667,train,train
1.1.1.1,10.0,25.0,3.033333,train,omit
1.1.1.1,7.5,25.0,0.0126666699999999,train,train
1.14.13.181,7.5,30.0,0.0002599999999999,train,train
1.14.13.181,7.5,30.0,0.0239999999999999,train,train
1.14.13.181,7.5,30.0,0.63,train,train
1.14.14.1,7.4,30.0,79.83332999999998,test,test
1.3.1.48,7.4,37.0,0.2466666999999999,train,train
1.14.14.1,7.4,30.0,101.75000000000004,test,test
1.1.1.51,7.4,25.0,1.883333,train,train
1.1.1.2,7.0,25.0,0.8166667,train,train
1,6.7,25.0,8.633333,train,train
1.1.1.51,7.4,25.0,0.1316667,train,train
1.1.1.209,7.0,25.0,0.1266667,train,train
1.14.14.19,7.4,22.0,0.0059999985999999,train,train
1.14.14.19,7.4,22.0,0.0176666664999999,train,train
1.14.14.19,7.4,22.0,0.0015000001999999,train,train
1.14.14.19,7.4,22.0,0.0354999999999999,train,train
1.3.99.4,8.0,40.0,9929.49999999999,train,train
1.3.99.4,8.0,25.0,110.40000000000003,test,test
1.3.99.4,8.0,30.0,21.4,train,train
1.14.14.32,7.4,37.0,0.002,train,train
1.14.14.32,7.4,37.0,0.0269999999999999,train,train
1.14.14.16,7.4,37.0,0.445,train,train
1.14.14.32,7.4,37.0,0.0082,train,train
1.14.14.16,7.4,37.0,4.0,train,train
1.14.14.32,7.4,37.0,0.0018366666666665,valid,valid
1.1.1.62,7.4,37.0,0.5,valid,valid
1.1.1.51,7.4,25.0,0.022,valid,valid
1.1.1.62,7.0,25.0,9.38,train,train
1.1.1.369,8.8,60.0,1.0,test,test
1.13.11.47,6.5,5.0,0.19,test,test
1.13.11.47,6.5,5.0,0.0005999999999999,train,train
1.13.11.47,6.5,5.0,16.300000000000004,train,train
1.13.11.48,8.0,30.0,2.3,valid,valid
1.13.11.48,8.0,30.0,1.3,test,test
1.13.11.48,8.0,30.0,0.7,train,train
1.13.11.48,8.0,30.0,1.0,valid,valid
1.13.11.48,8.0,30.0,12.2,train,train
1.13.11.48,8.0,30.0,28.2,train,train
1.13.11.48,8.0,30.0,22.9,train,train
1.13.11.48,8.0,30.0,22.8,train,train
1.13.11.48,8.0,30.0,10.000000000000002,valid,valid
1.13.11.47,10.5,5.0,20.5,test,omit
1.13.11.47,10.5,5.0,0.097,train,omit
1.13.11.47,10.5,5.0,29.500000000000004,train,omit
1.14.15.15,7.4,37.0,0.0074999999999999,train,train
1.14.14.149,7.5,30.0,0.581,train,train
1.14.14.149,7.5,30.0,0.132,train,train
1.14.14.149,7.5,30.0,0.482,test,test
1.14.14.149,7.5,30.0,0.582,train,train
3.1.1.106,7.5,25.0,0.814,train,train
3.1.1.106,7.5,25.0,0.2,train,train
3.1.1.106,7.5,25.0,1.31,train,train
3.1.1.106,6.8,25.0,0.72,valid,valid
3.1.1.106,7.3,25.0,0.2,valid,omit
2.7.1.74,7.5,25.0,0.5,test,test
2.7.1.74,7.5,25.0,0.9,test,test
2.7.1.74,7.5,25.0,1.21,valid,valid
2.7.1.74,7.5,25.0,0.45,test,test
2.7.1.74,7.5,25.0,0.44,valid,valid
1.1.1.1,5.0,65.0,3.2,train,train
3.1.4.55,7.2,25.0,1.71,valid,valid
3.6.1.53,7.5,37.0,4.3,train,train
3.6.1.53,7.5,37.0,19.0,train,train
3.6.1.53,7.5,37.0,20.0,test,test
3.6.1.53,7.5,37.0,4.999999999999999,train,train
3.6.1.53,7.5,37.0,4.5,train,train
3.6.1.53,7.5,37.0,0.95,train,train
3.6.1.53,7.5,37.0,0.11,train,train
3.6.1.53,7.5,37.0,7.400000000000001,test,test
3.6.1.53,7.5,37.0,30.000000000000004,train,train
3.6.1.53,7.5,37.0,2.7,train,train
3.6.1.53,7.5,37.0,83.00000000000003,train,train
3.6.1.53,7.5,37.0,34.00000000000001,train,train
3.6.1.53,7.5,37.0,70.00000000000003,train,train
3.6.1.53,7.5,37.0,59.99999999999999,train,train
3.1.4.55,7.2,25.0,0.64,train,train
3.1.4.55,7.2,25.0,1.23,train,train
2.4.2.1,7.0,25.0,2.8,test,test
2.4.2.1,7.0,25.0,2.5,train,train
2.4.2.1,7.0,25.0,0.02,valid,valid
2.4.2.1,7.0,25.0,0.01,train,train
2.4.2.1,7.0,25.0,10.5,train,train
2.4.2.1,7.0,25.0,2.5,train,train
2.4.2.1,7.0,25.0,0.5,train,train
2.4.2.1,7.0,25.0,6.1,train,train
2.4.2.1,7.0,25.0,3.35,train,train
2.4.2.1,7.0,25.0,0.15,train,train
2.4.2.1,7.0,25.0,2.7,train,train
2.4.2.1,7.0,25.0,0.4,train,train
2.4.2.1,7.0,25.0,0.6,train,train
2.4.2.1,7.0,25.0,0.0899999999999999,valid,valid
2.4.2.1,7.0,25.0,0.9,train,train
5.5.1.6,8.0,20.0,64.14999999999998,train,train
5.5.1.6,7.5,25.0,45300.00000000003,train,train
2.7.1.224,8.0,25.0,2.2,train,train
2.7.1.145,8.0,37.0,16.5,train,train
2.7.1.74,7.4,37.0,1.23,train,train
2.3.1.82,8.0,37.0,0.097,train,train
2.7.1.145,7.8,22.0,20.6,train,train
2.7.1.74,7.5,25.0,1.12,train,train
2.7.1.74,7.5,25.0,1.0,test,test
2.7.1.74,7.5,25.0,0.69,test,test
2.7.1.74,7.5,25.0,0.9,train,train
2.7.1.74,7.5,25.0,0.77,train,train
2.7.1.74,7.5,30.0,1.75,train,train
2.7.1.74,7.5,30.0,2.0,train,train
2.7.1.74,7.5,30.0,1.08,valid,valid
2.7.1.74,7.5,30.0,3.1,train,omit
2.7.1.74,7.5,37.0,5.719999999999999,train,train
2.7.1.74,7.5,37.0,3.61,train,train
2.7.1.74,7.5,37.0,3.47,test,test
2.7.1.74,7.5,37.0,4.85,train,train
2.7.1.74,7.5,37.0,4.139999999999999,test,test
2.7.1.74,7.5,37.0,3.4,train,train
2.7.1.74,7.5,37.0,3.37,test,test
2.7.1.74,7.5,37.0,2.67,train,train
2.7.1.74,7.5,37.0,2.615,train,omit
2.4.2.28,7.4,25.0,80.03,train,train
2.4.2.28,7.4,25.0,441.20000000000016,train,train
2.4.2.28,7.4,25.0,48.43999999999999,train,train
2.4.2.28,7.4,25.0,299.2000000000001,valid,valid
2.4.2.28,7.4,25.0,372.7999999999999,train,train
2.4.2.28,7.4,25.0,224.30000000000007,test,test
2.7.1.74,7.5,37.0,2.1,train,train
2.7.1.74,7.5,37.0,0.37,train,train
2.7.1.145,7.8,22.0,16.5,test,test
2.7.1.74,7.5,25.0,0.04,train,train
2.7.1.74,7.5,25.0,0.1599999999999999,test,test
2.7.1.74,7.5,25.0,0.45,train,train
2.7.1.74,7.5,25.0,0.04,train,train
2.7.1.74,7.5,25.0,0.04,train,train
2.7.1.74,7.5,37.0,0.25,train,train
2.7.1.74,7.5,37.0,1.8,valid,valid
2.7.1.74,7.5,37.0,0.04,train,omit
3.5.4.5,7.5,25.0,3.5,train,train
2.7.1.145,7.8,22.0,15.100000000000003,train,train
2.7.1.74,7.5,25.0,0.68,train,train
2.7.1.74,7.5,25.0,0.57,train,train
2.7.1.74,7.5,25.0,0.36,train,train
2.7.1.74,7.5,25.0,0.65,test,test
2.7.1.74,7.5,25.0,0.73,train,train
2.7.1.74,7.5,30.0,1.5,train,train
2.7.1.74,7.5,30.0,1.92,train,train
2.7.1.74,7.5,30.0,1.18,train,train
2.7.1.74,7.5,30.0,3.26,train,omit
2.7.1.74,7.5,37.0,3.66,train,train
2.7.1.74,7.5,37.0,1.48,train,train
2.7.1.74,7.5,37.0,3.59,test,test
2.7.1.74,7.5,37.0,4.38,train,train
2.7.1.74,7.5,37.0,2.5,train,train
2.7.1.74,7.5,37.0,0.31,valid,valid
2.7.1.74,7.5,37.0,1.72,train,train
2.7.1.74,7.5,37.0,2.29,train,train
2.7.1.74,7.5,37.0,2.9300000000000006,train,omit
2.4.2.1,7.0,80.0,829.9999999999998,train,train
2.7.1.74,7.5,37.0,2.5,train,train
2.7.1.74,7.5,37.0,0.53,train,train
2.4.2.1,7.0,80.0,627.0000000000001,train,train
2.7.1.21,7.4,25.0,261.99999999999994,train,train
2.7.1.21,7.4,25.0,3.06,train,train
1.14.13.84,8.0,30.0,21.200000000000003,train,train
5.5.1.6,8.0,20.0,48.65,train,train
1.11.1,4.5,25.0,87.0,train,train
1.10.3.2,4.0,40.0,1.9555556666666665,train,train
1.10.3.2,3.5,50.0,38.46,train,train
1.10.3.2,3.5,50.0,43.44,train,train
1.10.3.2,3.5,50.0,40.25999999999999,train,train
1.10.3.2,3.6,50.0,50.65999999999999,train,train
1.10.3.2,3.6,50.0,85.00000000000001,train,train
1.10.3.2,3.6,50.0,54.38000000000001,train,train
1.10.3.2,3.6,50.0,40.11,train,omit
1.10.3.2,3.0,37.0,206.00000000000003,train,train
1.10.3.2,4.0,25.0,639.6,train,train
1.10.3.2,4.0,37.0,238.00000000000009,train,train
1.10.3.2,4.0,37.0,10.6,train,train
1.10.3.2,4.0,50.0,7.999999999999998,test,test
1.10.3.2,4.6,60.0,34.99999999999999,valid,valid
1.10.3.2,4.6,60.0,26.000000000000004,train,train
1.10.3.2,4.6,60.0,12.0,train,train
1.10.3.2,4.6,60.0,40.0,valid,valid
1.10.3.2,4.5,40.0,216.6666999999999,train,train
1.10.3.2,4.0,55.0,619.4400000000003,train,train
1.10.3.2,4.5,40.0,24.166670000000003,train,train
1.10.3.2,3.0,70.0,0.3,train,train
1.10.3.2,3.0,37.0,6639.999999999999,train,train
1.10.3.2,4.0,20.0,2.2,train,train
1.10.3.2,4.0,20.0,2.4,train,train
1.10.3.2,3.0,50.0,2.4,train,train
1.10.3.2,3.0,50.0,2.18,train,train
1.10.3.2,6.0,55.0,9.579999999999998,train,train
1.10.3.2,4.0,30.0,10.8,train,train
1.10.3.2,4.0,30.0,0.11,train,train
1.10.3.2,4.0,30.0,0.7,train,train
1.10.3.2,4.0,30.0,0.0799999999999999,train,train
1.10.3.2,4.0,30.0,6.599999999999999,train,train
1.10.3.2,4.5,90.0,24.6,train,train
1.10.3.2,4.5,40.0,0.018,test,test
1.10.3.2,7.5,55.0,0.0419999999999999,test,test
1.1.1.1,5.0,65.0,1.7,train,train
1.1.1.1,5.5,65.0,10.000000000000002,test,test
1.1.1.184,9.0,70.0,16.400000000000002,train,train
1.1.1.1,5.0,65.0,0.65,train,train
5.4.99.64,6.6,30.0,0.0129999999999999,train,train
5.4.99.64,6.6,30.0,0.14,train,train
5.4.99.64,6.6,30.0,0.017,train,train
5.4.99.64,6.6,30.0,0.0159999999999999,train,train
1.21.4.5,7.0,20.0,3.0000000000000004,train,train
1.21.4.5,8.7,37.0,6.299999999999999,train,train
1.21.4.5,8.7,37.0,1.4,train,train
1.21.4.5,8.7,50.0,48.49999999999999,train,train
1.1.1.1,9.0,70.0,43.8,train,train
2.6.1.62,8.0,35.0,0.0259999999999999,valid,valid
1.1.1.86,8.0,22.0,0.0006666667,train,train
1.1.1.86,8.0,22.0,0.0516666699999999,train,train
1.2.99.7,7.6,35.0,0.87,test,test
6.3.2.14,7.8,25.0,2.8,train,train
6.2.1.71,7.8,25.0,2.8,test,test
6.2.1.71,8.0,37.0,0.017,train,train
6.2.1.71,8.0,37.0,0.147,train,train
6.2.1.71,8.0,37.0,0.133,train,train
6.2.1.71,8.0,37.0,0.082,train,train
6.2.1.71,8.0,37.0,0.0269999999999999,train,train
6.2.1.71,8.0,37.0,0.167,train,train
6.2.1.71,8.0,37.0,0.0299999999999999,train,train
6.2.1.71,8.0,37.0,0.025,test,test
6.2.1.71,8.0,37.0,0.0159999999999999,train,train
6.2.1.71,8.0,37.0,0.0429999999999999,test,omit
4.1.1.103,7.0,30.0,0.47,train,train
6.2.1.71,7.5,30.0,2.3,train,train
1.10.3.2,7.0,50.0,70.56,train,train
1.13.11.39,8.0,20.0,84.1,train,train
1.1.1.184,7.4,25.0,2.725,train,train
1.1.1.184,7.4,37.0,3.325,train,omit
1.1.1.10,7.0,25.0,22.000000000000004,train,train
1.1.1.184,7.0,25.0,23.700000000000003,train,train
1.1.1.71,7.5,60.0,1.4,train,train
1.6.5.10,6.5,25.0,520.0,train,train
1.4.3.4,7.8,30.0,2.0475000000000003,train,train
1.6.5.5,7.5,25.0,65.99999999999997,train,train
1.17.4.4,7.4,37.0,0.06,valid,valid
1.17.4.4,7.4,37.0,0.018,test,test
1.17.4.4,7.4,37.0,0.0129999999999999,train,train
1.17.4.4,7.4,37.0,0.0119999999999999,train,train
1.17.4.4,7.4,37.0,0.025,train,train
1.17.4.4,7.4,37.0,0.0072,train,train
1.18.1.2,7.0,25.0,1.93,train,train
1.14.13.84,8.0,30.0,3.5,test,test
1.2.1.36,8.5,25.0,0.15,train,train
1.2.3.1,8.0,37.0,1.965,train,train
4.1.2.47,6.0,25.0,18.5,train,train
4.1.2.10,4.2,22.0,299.99999999999994,test,test
1.1.3.7,6.0,24.0,1.0,train,train
1.1.3.7,6.0,24.0,110.00000000000004,test,test
1.1.3.7,6.0,24.0,119.00000000000004,train,train
1.1.3.7,6.0,25.0,89.75000000000004,train,omit
1.1.3.7,6.0,24.0,0.33,valid,valid
4.2.1.105,7.5,30.0,18.1,train,train
4.2.1.105,7.5,30.0,0.19,train,train
1.13.11.4,7.0,23.0,161.29000000000005,train,train
1.8.1.9,7.0,25.0,1.8,train,train
1.8.1.9,7.0,25.0,0.1599999999999999,train,train
1.2.1.26,7.2,25.0,52.3,train,train
1.2.1.26,7.2,25.0,9.859999999999998,train,train
1.1.3.47,7.5,25.0,3.6,train,train
1.1.3.47,7.5,25.0,1.4,test,test
1.1.3.47,6.0,25.0,31.4,train,train
1.2.99.7,7.6,35.0,3.3,train,train
1.2.1.79,6.5,70.0,24.25,train,train
1.2.1.24,6.5,70.0,7.1000000000000005,train,train
1.1.1,8.0,25.0,4.133333,train,train
1.6.2.4,7.0,25.0,8.8,train,train
1.10.3.2,4.0,50.0,21.0,test,test
1.10.3.2,4.6,60.0,62.00000000000001,train,train
1.10.3.2,4.6,60.0,33.0,train,train
1.10.3.2,4.6,60.0,48.99999999999999,train,train
1.10.3.2,4.6,60.0,33.0,train,train
1.10.3.2,4.6,60.0,79.0,valid,valid
1.10.3.2,7.0,37.0,17.0,train,train
1.10.3.2,10.0,75.0,1162.2200000000005,train,train
1.10.3.2,8.0,70.0,23.0,valid,valid
1.10.3.2,6.5,30.0,4.3,train,train
1.10.3.2,6.5,70.0,45.17,train,train
1.10.3.2,4.0,20.0,1.42,train,train
1.10.3.2,9.0,30.0,1.1,train,train
1.10.3.2,9.0,30.0,0.8,train,train
1.10.3.2,4.5,40.0,1174.0000000000005,test,test
1.10.3.2,7.5,55.0,96.25,test,test
1.6.5.2,7.5,25.0,2.8,train,train
3.5.4.2,7.4,40.0,12.300000000000002,valid,valid
1.13.11.66,7.0,23.0,1.61,train,train
1.13.11.66,6.7,22.0,2.1,train,train
1.13.11.66,7.0,23.0,3.0500000000000003,train,train
1.1.3.10,6.5,30.0,108.00000000000004,train,train
1.1.1.404,7.6,22.0,14.1,train,train
1.1.99.29,4.0,30.0,57.6,train,train
1.1.99.29,4.0,30.0,10.56,train,train
1.1.99.29,4.0,30.0,7.649999999999999,train,train
1.1.99.29,4.0,30.0,40.70000000000001,train,train
4.1.1.103,7.0,40.0,20.0,train,train
4.1.1.103,7.0,30.0,0.44,train,train
1.6.5.10,6.0,25.0,5.5,train,train
1.6.5.5,7.5,25.0,41.00000000000001,train,train
1.3.3.5,6.8,37.0,57.00000000000001,valid,valid
1.3.3.5,7.0,37.0,64.49999999999999,valid,omit
1.10.3.2,3.0,50.0,109.2,train,train
1.10.3.2,3.0,37.0,2.3,valid,valid
1.10.3.2,4.0,30.0,329.0,train,train
1.10.3.2,5.2,45.0,180.0,train,train
1.10.3.2,3.0,30.0,128.50000000000003,train,train
1.10.3.2,5.0,30.0,11.345,train,omit
1.10.3.2,3.0,30.0,38.50000000000001,train,train
1.11.2.1,5.0,25.0,11.000000000000002,train,train
1.11.1.13,4.0,30.0,379.0,valid,valid
1.11.1.13,4.0,30.0,2589.9999999999995,train,train
1.11.1.13,4.0,30.0,647.0000000000002,train,train
1.11.1.13,4.0,30.0,92.93,train,omit
1.11.1.13,4.5,55.0,989.0000000000005,train,train
1.11.1.13,7.4,30.0,40.96000000000001,train,train
1.10.3.2,5.0,25.0,1.5466666666666666,test,test
1.10.3.2,4.5,25.0,10.199999999999998,valid,valid
1.10.3.2,4.0,65.0,4.3,train,train
1.11.1.16,3.0,25.0,98.00000000000004,train,train
1.11.1.16,3.5,25.0,17.7,train,omit
1.10.3.2,6.5,30.0,0.31,train,train
1.10.3.2,8.0,30.0,1.3,train,train
1.10.3.2,8.0,30.0,3.390000000000001,train,train
1.10.3.2,8.5,30.0,4.18,train,train
1.10.3.2,8.5,30.0,1.68,test,test
1.10.3.2,9.0,30.0,0.11,test,test
1.10.3.2,9.0,30.0,0.3499999999999999,valid,valid
1.10.3.2,4.5,25.0,81.00000000000003,train,train
1.10.3.2,3.4,30.0,0.51,train,train
1.1.3.10,6.5,30.0,8.690000000000001,train,train
1.18.1.2,7.0,25.0,52.10000000000001,train,train
1.13.11.66,7.0,23.0,1.25,train,train
1.10.3.2,4.5,40.0,0.8875,valid,valid
3.7.1.8,7.0,25.0,9.9,train,train
3.7.1.8,7.0,25.0,2.5,train,train
3.7.1.8,7.0,25.0,4.5,train,train
3.7.1.8,7.0,25.0,4.1,train,train
3.7.1.8,7.0,25.0,7.999999999999998,valid,valid
3.7.1.8,7.0,25.0,9.400000000000002,test,test
3.7.1.8,7.0,25.0,2.6,train,train
3.7.1.8,7.0,25.0,9.500000000000002,test,test
3.7.1.8,7.0,25.0,2.4,train,train
3.7.1.8,7.0,25.0,3.1,train,train
3.7.1.8,7.0,25.0,6.700000000000001,train,train
3.7.1.8,7.0,25.0,0.13,train,train
3.7.1.8,7.0,25.0,8.4,valid,valid
3.7.1.8,7.0,25.0,0.86,train,train
3.7.1.8,7.0,25.0,1.5,valid,valid
3.7.1.8,7.0,25.0,6.499999999999999,valid,valid
3.7.1.8,7.0,25.0,4.8,train,train
3.7.1.8,7.0,25.0,5.700000000000001,train,train
3.7.1.8,7.0,25.0,1.5,train,train
3.7.1.8,7.0,25.0,9.6,train,train
